Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-miR-141-3p,CC,GO:0044295,axonal growth cone,3/54,28/20820,0.1071,41.3095,10.884,1e-04,0.0013,8e-04,CYFIP1/HSP90AA1/HSP90AB1,3
hsa-miR-141-3p,MF,GO:0097718,disordered domain specific binding,3/54,28/20820,0.1071,41.3095,10.884,1e-04,0.0013,8e-04,GAPDH/HSP90AA1/HSP90AB1,3
hsa-miR-141-3p,BP,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,3/54,29/20820,0.1034,39.8851,10.6855,1e-04,0.0013,9e-04,CCT8/HNRNPD/HSP90AA1,3
hsa-miR-141-3p,BP,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,2/54,21/20820,0.0952,36.7196,8.3511,0.0013,0.0125,0.0079,GNAI2/GNB1,2
hsa-miR-141-3p,CC,GO:0044305,calyx of Held,2/54,21/20820,0.0952,36.7196,8.3511,0.0013,0.0125,0.0079,ACTB/CALM1,2
hsa-miR-141-3p,MF,GO:0070182,DNA polymerase binding,2/54,21/20820,0.0952,36.7196,8.3511,0.0013,0.0125,0.0079,HSP90AA1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0071800,podosome assembly,2/54,21/20820,0.0952,36.7196,8.3511,0.0013,0.0125,0.0079,RHOA/SRC,2
hsa-miR-141-3p,MF,GO:0072542,protein phosphatase activator activity,2/54,21/20820,0.0952,36.7196,8.3511,0.0013,0.0125,0.0079,CALM1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0097581,lamellipodium organization,8/54,91/20820,0.0879,33.895,16.0366,0,0,0,ARPC2/CORO1C/CYFIP1/HSP90AA1/NCKAP1/RAC1/SRC/VCL,8
hsa-miR-141-3p,BP,GO:0060444,branching involved in mammary gland duct morphogenesis,2/54,23/20820,0.087,33.5266,7.9589,0.0016,0.0144,0.0091,PHB2/SRC,2
hsa-miR-141-3p,CC,GO:0071682,endocytic vesicle lumen,2/54,23/20820,0.087,33.5266,7.9589,0.0016,0.0144,0.0091,HSP90AA1/HSP90B1,2
hsa-miR-141-3p,BP,GO:1900151,regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay,2/54,23/20820,0.087,33.5266,7.9589,0.0016,0.0144,0.0091,HNRNPD/TENT4B,2
hsa-miR-141-3p,BP,GO:1905244,regulation of modification of synaptic structure,2/54,23/20820,0.087,33.5266,7.9589,0.0016,0.0144,0.0091,CYFIP1/RHOA,2
hsa-miR-141-3p,BP,GO:0030032,lamellipodium assembly,6/54,72/20820,0.0833,32.1296,13.4928,0,0,0,ARPC2/CYFIP1/HSP90AA1/NCKAP1/RAC1/VCL,6
hsa-miR-141-3p,BP,GO:0032210,regulation of telomere maintenance via telomerase,4/54,48/20820,0.0833,32.1296,11.0105,0,3e-04,2e-04,CCT8/HNRNPD/HSP90AA1/TENT4B,4
hsa-miR-141-3p,BP,GO:0035331,negative regulation of hippo signaling,2/54,24/20820,0.0833,32.1296,7.7811,0.0018,0.0154,0.0097,SRC/VCP,2
hsa-miR-141-3p,BP,GO:0046628,positive regulation of insulin receptor signaling pathway,2/54,24/20820,0.0833,32.1296,7.7811,0.0018,0.0154,0.0097,GNAI2/SRC,2
hsa-miR-141-3p,BP,GO:0051131,chaperone-mediated protein complex assembly,2/54,24/20820,0.0833,32.1296,7.7811,0.0018,0.0154,0.0097,HSP90AA1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,2/54,24/20820,0.0833,32.1296,7.7811,0.0018,0.0154,0.0097,ATP1A1/CALM1,2
hsa-miR-141-3p,CC,GO:0099091,postsynaptic specialization intracellular component,2/54,24/20820,0.0833,32.1296,7.7811,0.0018,0.0154,0.0097,SLC30A1/SRC,2
hsa-miR-141-3p,MF,GO:0023023,MHC protein complex binding,3/54,37/20820,0.0811,31.2613,9.3947,1e-04,0.0024,0.0015,HSP90AA1/HSP90AB1/HSPA8,3
hsa-miR-141-3p,BP,GO:0007004,telomere maintenance via telomerase,5/54,62/20820,0.0806,31.0932,12.101,0,0,0,CCT8/HNRNPD/HSP90AA1/HSP90AB1/TENT4B,5
hsa-miR-141-3p,BP,GO:0008211,glucocorticoid metabolic process,2/54,25/20820,0.08,30.8444,7.6139,0.0019,0.0162,0.0103,ATP1A1/YWHAH,2
hsa-miR-141-3p,MF,GO:0019211,phosphatase activator activity,2/54,25/20820,0.08,30.8444,7.6139,0.0019,0.0162,0.0103,CALM1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0150105,protein localization to cell-cell junction,2/54,25/20820,0.08,30.8444,7.6139,0.0019,0.0162,0.0103,ACTB/VCL,2
hsa-miR-141-3p,BP,GO:0051893,regulation of focal adhesion assembly,5/54,63/20820,0.0794,30.5996,11.9984,0,0,0,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,BP,GO:0090109,regulation of cell-substrate junction assembly,5/54,63/20820,0.0794,30.5996,11.9984,0,0,0,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,BP,GO:0002082,regulation of oxidative phosphorylation,2/54,26/20820,0.0769,29.6581,7.4562,0.0021,0.0172,0.0109,RHOA/VCP,2
hsa-miR-141-3p,BP,GO:0048011,neurotrophin TRK receptor signaling pathway,2/54,26/20820,0.0769,29.6581,7.4562,0.0021,0.0172,0.0109,CYFIP1/SRC,2
hsa-miR-141-3p,BP,GO:1900078,positive regulation of cellular response to insulin stimulus,2/54,26/20820,0.0769,29.6581,7.4562,0.0021,0.0172,0.0109,GNAI2/SRC,2
hsa-miR-141-3p,BP,GO:0042026,protein refolding,2/54,27/20820,0.0741,28.5597,7.3071,0.0022,0.0183,0.0115,HSP90AA1/HSPA8,2
hsa-miR-141-3p,BP,GO:0150116,regulation of cell-substrate junction organization,5/54,68/20820,0.0735,28.3497,11.5193,0,1e-04,0,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,CC,GO:0002102,podosome,3/54,41/20820,0.0732,28.2114,8.8937,2e-04,0.003,0.0019,SRC/VCL/WDR1,3
hsa-miR-141-3p,BP,GO:0006278,RNA-templated DNA biosynthetic process,5/54,69/20820,0.0725,27.9388,11.4297,0,1e-04,0,CCT8/HNRNPD/HSP90AA1/HSP90AB1/TENT4B,5
hsa-miR-141-3p,BP,GO:0048857,neural nucleus development,5/54,69/20820,0.0725,27.9388,11.4297,0,1e-04,0,ACTB/CALM1/RHOA/YWHAH/YWHAQ,5
hsa-miR-141-3p,CC,GO:0042470,melanosome,8/54,111/20820,0.0721,27.7878,14.4301,0,0,0,ATP1A1/HSP90AA1/HSP90AB1/HSP90B1/HSPA8/RAC1/YWHAB/YWHAZ,8
hsa-miR-141-3p,CC,GO:0048770,pigment granule,8/54,111/20820,0.0721,27.7878,14.4301,0,0,0,ATP1A1/HSP90AA1/HSP90AB1/HSP90B1/HSPA8/RAC1/YWHAB/YWHAZ,8
hsa-miR-141-3p,CC,GO:0101031,protein folding chaperone complex,3/54,42/20820,0.0714,27.5397,8.7795,2e-04,0.0031,0.002,CCT8/HSP90AB1/HSPA8,3
hsa-miR-141-3p,BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,4/54,57/20820,0.0702,27.0565,10.0452,0,5e-04,3e-04,CCT8/HNRNPD/HSP90AA1/TENT4B,4
hsa-miR-141-3p,MF,GO:0048156,tau protein binding,3/54,43/20820,0.0698,26.8992,8.6692,2e-04,0.0033,0.0021,ACTB/HSP90AA1/HSP90AB1,3
hsa-miR-141-3p,BP,GO:0070841,inclusion body assembly,2/54,29/20820,0.069,26.59,7.0321,0.0026,0.0202,0.0127,HSP90AA1/VCP,2
hsa-miR-141-3p,BP,GO:1903421,regulation of synaptic vesicle recycling,2/54,29/20820,0.069,26.59,7.0321,0.0026,0.0202,0.0127,ACTB/CYFIP1,2
hsa-miR-141-3p,BP,GO:0097178,ruffle assembly,3/54,44/20820,0.0682,26.2879,8.5626,2e-04,0.0034,0.0022,CORO1C/CYFIP1/RAC1,3
hsa-miR-141-3p,BP,GO:0034332,adherens junction organization,4/54,59/20820,0.0678,26.1394,9.8607,0,5e-04,3e-04,ACTB/ADAM10/SRC/VCL,4
hsa-miR-141-3p,BP,GO:0010833,telomere maintenance via telomere lengthening,5/54,75/20820,0.0667,25.7037,10.9291,0,1e-04,1e-04,CCT8/HNRNPD/HSP90AA1/HSP90AB1/TENT4B,5
hsa-miR-141-3p,MF,GO:0044183,protein folding chaperone,5/54,75/20820,0.0667,25.7037,10.9291,0,1e-04,1e-04,CCT8/HSP90AA1/HSP90AB1/HSP90B1/HSPA8,5
hsa-miR-141-3p,BP,GO:0051602,response to electrical stimulus,3/54,45/20820,0.0667,25.7037,8.4596,2e-04,0.0036,0.0023,CYFIP1/HNRNPD/SRC,3
hsa-miR-141-3p,BP,GO:0030970,retrograde protein transport ER to cytosol,2/54,30/20820,0.0667,25.7037,6.9047,0.0027,0.0211,0.0133,HSP90B1/VCP,2
hsa-miR-141-3p,BP,GO:1903513,endoplasmic reticulum to cytosol transport,2/54,30/20820,0.0667,25.7037,6.9047,0.0027,0.0211,0.0133,HSP90B1/VCP,2
hsa-miR-141-3p,MF,GO:0044325,transmembrane transporter binding,9/54,136/20820,0.0662,25.5147,14.6261,0,0,0,ATP1A1/CALM1/DIAPH1/HSP90AA1/PRKCSH/SRC/YWHAH/YWHAQ/YWHAZ,9
hsa-miR-141-3p,BP,GO:0034314,Arp2/3 complex-mediated actin nucleation,3/54,46/20820,0.0652,25.1449,8.3598,2e-04,0.0038,0.0024,ARPC2/CYFIP1/NCKAP1,3
hsa-miR-141-3p,BP,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,2/54,31/20820,0.0645,24.8746,6.7834,0.0029,0.0221,0.014,CYFIP1/NCKAP1,2
hsa-miR-141-3p,BP,GO:1900027,regulation of ruffle assembly,2/54,31/20820,0.0645,24.8746,6.7834,0.0029,0.0221,0.014,CORO1C/CYFIP1,2
hsa-miR-141-3p,BP,GO:0010644,cell communication by electrical coupling,2/54,32/20820,0.0625,24.0972,6.6677,0.0031,0.0231,0.0146,ATP1A1/CALM1,2
hsa-miR-141-3p,BP,GO:0060603,mammary gland duct morphogenesis,2/54,32/20820,0.0625,24.0972,6.6677,0.0031,0.0231,0.0146,PHB2/SRC,2
hsa-miR-141-3p,BP,GO:0045428,regulation of nitric oxide biosynthetic process,4/54,65/20820,0.0615,23.7265,9.3579,0,7e-04,4e-04,CD47/HSP90AA1/HSP90AB1/RAC1,4
hsa-miR-141-3p,MF,GO:0140311,protein sequestering activity,2/54,33/20820,0.0606,23.367,6.5572,0.0033,0.024,0.0152,YWHAG/YWHAZ,2
hsa-miR-141-3p,BP,GO:0080164,regulation of nitric oxide metabolic process,4/54,67/20820,0.0597,23.0182,9.2051,0,8e-04,5e-04,CD47/HSP90AA1/HSP90AB1/RAC1,4
hsa-miR-141-3p,BP,GO:0048041,focal adhesion assembly,5/54,85/20820,0.0588,22.6797,10.2132,0,1e-04,1e-04,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,BP,GO:0035036,sperm-egg recognition,3/54,51/20820,0.0588,22.6797,7.9046,3e-04,0.0046,0.0029,ALDOA/CCT8/CD9,3
hsa-miR-141-3p,BP,GO:0045933,positive regulation of muscle contraction,3/54,51/20820,0.0588,22.6797,7.9046,3e-04,0.0046,0.0029,ATP1A1/HSP90AA1/RHOA,3
hsa-miR-141-3p,BP,GO:0051496,positive regulation of stress fiber assembly,3/54,51/20820,0.0588,22.6797,7.9046,3e-04,0.0046,0.0029,CD47/RAC1/RHOA,3
hsa-miR-141-3p,BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,2/54,34/20820,0.0588,22.6797,6.4515,0.0035,0.0248,0.0157,CD47/SRC,2
hsa-miR-141-3p,BP,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,2/54,34/20820,0.0588,22.6797,6.4515,0.0035,0.0248,0.0157,PSMA1/SRC,2
hsa-miR-141-3p,BP,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,2/54,34/20820,0.0588,22.6797,6.4515,0.0035,0.0248,0.0157,PHB2/SRC,2
hsa-miR-141-3p,BP,GO:1901889,negative regulation of cell junction assembly,2/54,34/20820,0.0588,22.6797,6.4515,0.0035,0.0248,0.0157,CORO1C/SRC,2
hsa-miR-141-3p,BP,GO:0150115,cell-substrate junction organization,6/54,103/20820,0.0583,22.4595,11.1334,0,0,0,CORO1C/RAB8B/RAC1/RHOA/SRC/VCL,6
hsa-miR-141-3p,MF,GO:0005080,protein kinase C binding,3/54,52/20820,0.0577,22.2436,7.8214,3e-04,0.0047,0.003,PRKCSH/SRC/YWHAG,3
hsa-miR-141-3p,BP,GO:0016601,Rac protein signal transduction,3/54,52/20820,0.0577,22.2436,7.8214,3e-04,0.0047,0.003,CYFIP1/NCKAP1/RAC1,3
hsa-miR-141-3p,CC,GO:0005834,heterotrimeric G-protein complex,2/54,35/20820,0.0571,22.0317,6.3502,0.0037,0.0256,0.0162,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:0099010,modification of postsynaptic structure,2/54,35/20820,0.0571,22.0317,6.3502,0.0037,0.0256,0.0162,CYFIP1/RHOA,2
hsa-miR-141-3p,BP,GO:1903715,regulation of aerobic respiration,2/54,35/20820,0.0571,22.0317,6.3502,0.0037,0.0256,0.0162,RHOA/VCP,2
hsa-miR-141-3p,BP,GO:2000406,positive regulation of T cell migration,2/54,35/20820,0.0571,22.0317,6.3502,0.0037,0.0256,0.0162,ADAM10/RHOA,2
hsa-miR-141-3p,BP,GO:2000573,positive regulation of DNA biosynthetic process,3/54,53/20820,0.0566,21.8239,7.7404,4e-04,0.0049,0.0031,CCT8/HNRNPD/HSP90AA1,3
hsa-miR-141-3p,CC,GO:1904813,ficolin-1-rich granule lumen,7/54,124/20820,0.0565,21.7652,11.8265,0,0,0,ALDOA/CCT8/HSP90AA1/HSP90AB1/HSPA8/VCL/VCP,7
hsa-miR-141-3p,CC,GO:0101002,ficolin-1-rich granule,10/54,185/20820,0.0541,20.8408,13.8227,0,0,0,ALDOA/CCT8/DIAPH1/HSP90AA1/HSP90AB1/HSPA8/RAC1/RHOA/VCL/VCP,10
hsa-miR-141-3p,BP,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,2/54,37/20820,0.0541,20.8408,6.1597,0.0041,0.028,0.0177,PHB2/RHOA,2
hsa-miR-141-3p,BP,GO:0071353,cellular response to interleukin-4,2/54,37/20820,0.0541,20.8408,6.1597,0.0041,0.028,0.0177,HSP90AB1/TUBA1B,2
hsa-miR-141-3p,BP,GO:1903580,positive regulation of ATP metabolic process,2/54,37/20820,0.0541,20.8408,6.1597,0.0041,0.028,0.0177,SRC/VCP,2
hsa-miR-141-3p,BP,GO:0030901,midbrain development,5/54,93/20820,0.0538,20.7288,9.7235,0,2e-04,1e-04,ACTB/CALM1/RHOA/YWHAH/YWHAQ,5
hsa-miR-141-3p,BP,GO:0001738,morphogenesis of a polarized epithelium,3/54,56/20820,0.0536,20.6548,7.5103,4e-04,0.0054,0.0034,ACTB/RHOA/WDR1,3
hsa-miR-141-3p,BP,GO:0030865,cortical cytoskeleton organization,3/54,57/20820,0.0526,20.2924,7.4375,4e-04,0.0056,0.0035,NCKAP1/RAC1/WDR1,3
hsa-miR-141-3p,BP,GO:0031529,ruffle organization,3/54,57/20820,0.0526,20.2924,7.4375,4e-04,0.0056,0.0035,CORO1C/CYFIP1/RAC1,3
hsa-miR-141-3p,MF,GO:0043531,ADP binding,2/54,38/20820,0.0526,20.2924,6.0699,0.0044,0.0291,0.0184,PGK1/VCP,2
hsa-miR-141-3p,BP,GO:0007044,cell-substrate junction assembly,5/54,96/20820,0.0521,20.081,9.5554,0,2e-04,1e-04,CORO1C/RAC1/RHOA/SRC/VCL,5
hsa-miR-141-3p,BP,GO:0045010,actin nucleation,3/54,58/20820,0.0517,19.9425,7.3666,5e-04,0.0058,0.0037,ARPC2/CYFIP1/NCKAP1,3
hsa-miR-141-3p,BP,GO:0007339,binding of sperm to zona pellucida,2/54,39/20820,0.0513,19.7721,5.9836,0.0046,0.0297,0.0187,ALDOA/CCT8,2
hsa-miR-141-3p,BP,GO:0032205,negative regulation of telomere maintenance,2/54,39/20820,0.0513,19.7721,5.9836,0.0046,0.0297,0.0187,SRC/TENT4B,2
hsa-miR-141-3p,BP,GO:0035633,maintenance of blood-brain barrier,2/54,39/20820,0.0513,19.7721,5.9836,0.0046,0.0297,0.0187,ACTB/VCL,2
hsa-miR-141-3p,BP,GO:0045823,positive regulation of heart contraction,2/54,39/20820,0.0513,19.7721,5.9836,0.0046,0.0297,0.0187,ATP1A1/HSP90AA1,2
hsa-miR-141-3p,BP,GO:0006809,nitric oxide biosynthetic process,4/54,80/20820,0.05,19.2778,8.3525,1e-04,0.0013,8e-04,CD47/HSP90AA1/HSP90AB1/RAC1,4
hsa-miR-141-3p,BP,GO:0001953,negative regulation of cell-matrix adhesion,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,CORO1C/SRC,2
hsa-miR-141-3p,BP,GO:0006734,NADH metabolic process,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,PGK1/VCP,2
hsa-miR-141-3p,MF,GO:0030331,nuclear estrogen receptor binding,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,PHB2/SRC,2
hsa-miR-141-3p,BP,GO:0038179,neurotrophin signaling pathway,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,CYFIP1/SRC,2
hsa-miR-141-3p,BP,GO:0051125,regulation of actin nucleation,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,CYFIP1/NCKAP1,2
hsa-miR-141-3p,MF,GO:0061791,GTPase motor activity,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,RAC1/RHOA,2
hsa-miR-141-3p,BP,GO:0070670,response to interleukin-4,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,HSP90AB1/TUBA1B,2
hsa-miR-141-3p,BP,GO:1903524,positive regulation of blood circulation,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,ATP1A1/HSP90AA1,2
hsa-miR-141-3p,MF,GO:1990606,membrane scission GTPase motor activity,2/54,40/20820,0.05,19.2778,5.9004,0.0048,0.03,0.019,RAC1/RHOA,2
hsa-miR-141-3p,MF,GO:0051082,unfolded protein binding,6/54,121/20820,0.0496,19.1185,10.1927,0,1e-04,0,CCT8/HSP90AA1/HSP90AB1/HSP90B1/HSPA8/NAP1L4,6
hsa-miR-141-3p,CC,GO:0032587,ruffle membrane,5/54,101/20820,0.0495,19.0869,9.2916,0,3e-04,2e-04,CORO1C/DIAPH1/RAC1/RHOA/SRC,5
hsa-miR-141-3p,BP,GO:0034446,substrate adhesion-dependent cell spreading,5/54,101/20820,0.0495,19.0869,9.2916,0,3e-04,2e-04,ARPC2/CORO1C/RAC1/RHOA/SRC,5
hsa-miR-141-3p,BP,GO:0032233,positive regulation of actin filament bundle assembly,3/54,61/20820,0.0492,18.9617,7.1641,5e-04,0.0064,0.0041,CD47/RAC1/RHOA,3
hsa-miR-141-3p,CC,GO:0101003,ficolin-1-rich granule membrane,3/54,61/20820,0.0492,18.9617,7.1641,5e-04,0.0064,0.0041,DIAPH1/RAC1/RHOA,3
hsa-miR-141-3p,BP,GO:0043297,apical junction assembly,4/54,82/20820,0.0488,18.8076,8.2391,1e-04,0.0014,9e-04,RAC1/RHOA/VCL/WDR1,4
hsa-miR-141-3p,BP,GO:0010762,regulation of fibroblast migration,2/54,41/20820,0.0488,18.8076,5.8202,0.0051,0.0309,0.0196,CORO1C/RAC1,2
hsa-miR-141-3p,BP,GO:0042307,positive regulation of protein import into nucleus,2/54,41/20820,0.0488,18.8076,5.8202,0.0051,0.0309,0.0196,HSP90AA1/TRIM28,2
hsa-miR-141-3p,BP,GO:0045981,positive regulation of nucleotide metabolic process,2/54,41/20820,0.0488,18.8076,5.8202,0.0051,0.0309,0.0196,SRC/VCP,2
hsa-miR-141-3p,BP,GO:1900544,positive regulation of purine nucleotide metabolic process,2/54,41/20820,0.0488,18.8076,5.8202,0.0051,0.0309,0.0196,SRC/VCP,2
hsa-miR-141-3p,CC,GO:1905360,GTPase complex,2/54,41/20820,0.0488,18.8076,5.8202,0.0051,0.0309,0.0196,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:1900024,regulation of substrate adhesion-dependent cell spreading,3/54,62/20820,0.0484,18.6559,7.0998,6e-04,0.0066,0.0041,ARPC2/CORO1C/RAC1,3
hsa-miR-141-3p,BP,GO:0035330,regulation of hippo signaling,2/54,42/20820,0.0476,18.3598,5.7427,0.0053,0.0319,0.0202,SRC/VCP,2
hsa-miR-141-3p,BP,GO:0099563,modification of synaptic structure,2/54,42/20820,0.0476,18.3598,5.7427,0.0053,0.0319,0.0202,CYFIP1/RHOA,2
hsa-miR-141-3p,BP,GO:0099622,cardiac muscle cell membrane repolarization,2/54,42/20820,0.0476,18.3598,5.7427,0.0053,0.0319,0.0202,ATP1A1/WDR1,2
hsa-miR-141-3p,BP,GO:2000403,positive regulation of lymphocyte migration,2/54,42/20820,0.0476,18.3598,5.7427,0.0053,0.0319,0.0202,ADAM10/RHOA,2
hsa-miR-141-3p,MF,GO:0008200,ion channel inhibitor activity,2/54,43/20820,0.0465,17.9328,5.6679,0.0056,0.033,0.0208,CALM1/SLC30A1,2
hsa-miR-141-3p,BP,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,2/54,43/20820,0.0465,17.9328,5.6679,0.0056,0.033,0.0208,ARPC2/RAC1,2
hsa-miR-141-3p,BP,GO:0046209,nitric oxide metabolic process,4/54,88/20820,0.0455,17.5253,7.9217,1e-04,0.0017,0.0011,CD47/HSP90AA1/HSP90AB1/RAC1,4
hsa-miR-141-3p,BP,GO:0010812,negative regulation of cell-substrate adhesion,3/54,66/20820,0.0455,17.5253,6.8568,7e-04,0.0075,0.0047,CORO1C/RHOA/SRC,3
hsa-miR-141-3p,BP,GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,3/54,66/20820,0.0455,17.5253,6.8568,7e-04,0.0075,0.0047,PHB2/RHOA/VCP,3
hsa-miR-141-3p,MF,GO:0016248,channel inhibitor activity,2/54,44/20820,0.0455,17.5253,5.5956,0.0058,0.0342,0.0216,CALM1/SLC30A1,2
hsa-miR-141-3p,BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,2/54,44/20820,0.0455,17.5253,5.5956,0.0058,0.0342,0.0216,HSP90AA1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0051084,'de novo' post-translational protein folding,2/54,44/20820,0.0455,17.5253,5.5956,0.0058,0.0342,0.0216,CCT8/HSPA8,2
hsa-miR-141-3p,BP,GO:0034605,cellular response to heat,3/54,67/20820,0.0448,17.2637,6.7993,7e-04,0.0077,0.0049,HSP90AA1/HSP90AB1/VCP,3
hsa-miR-141-3p,BP,GO:0032204,regulation of telomere maintenance,5/54,112/20820,0.0446,17.2123,8.7727,0,4e-04,2e-04,CCT8/HNRNPD/HSP90AA1/SRC/TENT4B,5
hsa-miR-141-3p,BP,GO:2001057,reactive nitrogen species metabolic process,4/54,90/20820,0.0444,17.1358,7.8228,1e-04,0.0018,0.0012,CD47/HSP90AA1/HSP90AB1/RAC1,4
hsa-miR-141-3p,MF,GO:0141110,transporter inhibitor activity,2/54,45/20820,0.0444,17.1358,5.5256,0.0061,0.0354,0.0224,CALM1/SLC30A1,2
hsa-miR-141-3p,BP,GO:1904407,positive regulation of nitric oxide metabolic process,2/54,45/20820,0.0444,17.1358,5.5256,0.0061,0.0354,0.0224,HSP90AA1/HSP90AB1,2
hsa-miR-141-3p,BP,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,5/54,113/20820,0.0442,17.06,8.7292,0,4e-04,2e-04,ARPC2/CYFIP1/HSP90AA1/NCKAP1/RAC1,5
hsa-miR-141-3p,BP,GO:0032273,positive regulation of protein polymerization,4/54,92/20820,0.0435,16.7633,7.727,1e-04,0.002,0.0013,ARPC2/HSP90AA1/NCKAP1/RAC1,4
hsa-miR-141-3p,BP,GO:0060443,mammary gland morphogenesis,2/54,46/20820,0.0435,16.7633,5.4578,0.0064,0.0364,0.023,PHB2/SRC,2
hsa-miR-141-3p,BP,GO:0095500,acetylcholine receptor signaling pathway,2/54,46/20820,0.0435,16.7633,5.4578,0.0064,0.0364,0.023,GNAI2/GNB1,2
hsa-miR-141-3p,CC,GO:0005884,actin filament,5/54,116/20820,0.0431,16.6188,8.602,0,4e-04,3e-04,ACTB/DIAPH1/NCKAP1/RAC1/SRC,5
hsa-miR-141-3p,MF,GO:0051219,phosphoprotein binding,4/54,93/20820,0.043,16.583,7.6803,1e-04,0.0021,0.0013,PRKCSH/SRC/YWHAB/YWHAZ,4
hsa-miR-141-3p,CC,GO:0070820,tertiary granule,7/54,164/20820,0.0427,16.4566,10.1336,0,0,0,ADAM10/ALDOA/CD47/CYFIP1/DIAPH1/RAC1/RHOA,7
hsa-miR-141-3p,BP,GO:1900182,positive regulation of protein localization to nucleus,4/54,94/20820,0.0426,16.4066,7.6342,1e-04,0.0021,0.0013,CCT8/HSP90AA1/SRC/TRIM28,4
hsa-miR-141-3p,BP,GO:2000278,regulation of DNA biosynthetic process,4/54,94/20820,0.0426,16.4066,7.6342,1e-04,0.0021,0.0013,CCT8/HNRNPD/HSP90AA1/TENT4B,4
hsa-miR-141-3p,CC,GO:0043209,myelin sheath,2/54,47/20820,0.0426,16.4066,5.3921,0.0066,0.0375,0.0237,CALM1/HSP90AA1,2
hsa-miR-141-3p,BP,GO:0060071,Wnt signaling pathway planar cell polarity pathway,2/54,47/20820,0.0426,16.4066,5.3921,0.0066,0.0375,0.0237,RAC1/RHOA,2
hsa-miR-141-3p,BP,GO:0032527,protein exit from endoplasmic reticulum,2/54,48/20820,0.0417,16.0648,5.3284,0.0069,0.0387,0.0245,HSP90B1/VCP,2
hsa-miR-141-3p,BP,GO:0071526,semaphorin-plexin signaling pathway,2/54,48/20820,0.0417,16.0648,5.3284,0.0069,0.0387,0.0245,RAC1/RHOA,2
hsa-miR-141-3p,CC,GO:0090533,cation-transporting ATPase complex,2/54,48/20820,0.0417,16.0648,5.3284,0.0069,0.0387,0.0245,ATP1A1/ATP6V1A,2
hsa-miR-141-3p,BP,GO:1905145,cellular response to acetylcholine,2/54,48/20820,0.0417,16.0648,5.3284,0.0069,0.0387,0.0245,GNAI2/GNB1,2
hsa-miR-141-3p,BP,GO:0006096,glycolytic process,4/54,97/20820,0.0412,15.8992,7.5002,1e-04,0.0023,0.0015,ALDOA/GAPDH/PGK1/SRC,4
hsa-miR-141-3p,BP,GO:0009988,cell-cell recognition,3/54,73/20820,0.0411,15.8447,6.479,9e-04,0.0093,0.0059,ALDOA/CCT8/CD9,3
hsa-miR-141-3p,BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,3/54,73/20820,0.0411,15.8447,6.479,9e-04,0.0093,0.0059,PHB2/RHOA/SRC,3
hsa-miR-141-3p,BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,PSMA1/SRC,2
hsa-miR-141-3p,BP,GO:0006458,'de novo' protein folding,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,CCT8/HSPA8,2
hsa-miR-141-3p,CC,GO:0009295,nucleoid,2/54,49/20820,0.0408,15.737,5.2666,0.0072,0.0393,0.0249,LRPPRC/HADHB,2
